Frame,Left Elbow Angle,Right Elbow Angle,Left Knee Angle,Right Knee Angle,Torso Angle,Left Ankle Angle,Right Ankle Angle
66,6.99493116280479,3.3900636182850543,61.30157655415498,60.27665945154911,110.89733200260181,59.801645179070455,56.43817601443314
67,7.053789393045022,3.889667896473102,61.294175831665775,60.9731124408332,109.97264874846296,59.6116771042582,57.280160900196314
68,7.148629997934651,3.623374413497833,61.757190194995914,59.854919793955304,106.14919986668608,60.00643802166425,60.46485898276607
69,7.070999266863176,3.2974463495582134,61.84032214372766,59.80826350126506,103.15922394069439,60.3186302423193,61.049156183231084
70,6.804533334748464,3.6924392775896533,62.102119941793255,59.85667560527698,106.71740413959705,60.54920793416168,57.89758973135251
71,6.111936449366176,3.7920348367718475,61.40553772562,53.0731958223183,105.50858032901246,60.272781724528166,54.42375274041172
72,5.776426174915388,3.7260417907765535,61.19284302321744,52.81793838344527,106.64237477614074,60.78168798129099,55.48424523393023
73,5.644112085488467,3.1430201919700056,60.327672126424496,41.55696433491996,103.48875246944378,60.31517755134145,49.037886225647455
74,5.657695558792794,2.896751592461202,60.09528396247503,37.60183726046513,102.05932497726685,60.28559438938484,43.15763452974393
75,5.758455187169266,2.4423287396477544,60.13021173809862,43.82353086922666,96.56166784159757,60.52634373945872,51.66824424619364
76,5.50069096343694,2.1792878618971074,57.980949437823725,45.32300443677502,99.89567258757252,58.309239314696235,53.7936456500333
77,5.126150695867668,2.7561068252551277,57.160160480851104,45.71782470320802,105.64928770554702,58.478262122634845,53.55853360032646
78,5.336361871804885,4.319688662743233,55.97492398089453,45.051683932598436,109.19869469515525,58.48839664610874,50.845440738546046
79,5.553921589140483,3.816601537250089,58.61325715179622,45.26374046169579,111.20200075913795,62.88678625978689,50.767041694049844
80,6.264996378350259,0.8951803532577244,52.50645365927278,43.47295251289304,113.6992811243815,57.92732716923635,53.461164092129565
81,8.227532605975613,2.9685735989401456,51.93580534909439,42.99464547732409,117.74779473710824,58.73972936827834,54.78781438170708
82,6.987267890516092,2.580112195921438,51.530302900373336,42.28134877084581,116.91434872182337,59.47767996636959,54.654620202997876
83,1.1546052835044516,4.276616231477118,49.95816165741566,42.64708274963354,116.6236153816954,60.04928728583026,54.26550055648675
84,1.5877269591863086,7.051009127274356,51.94551623455454,42.01970041728417,103.31103650747916,61.03936602244732,54.88407920096894
85,2.085206621347428,1.8020281668050795,56.04953905502683,42.92962691777639,101.32041386942144,63.1035313514797,54.718787328515596
86,3.5672853459828135,0.9882043076148382,57.012617756887494,42.84999000637921,98.5794730408992,64.16823398956934,50.04553557957061
87,4.149028913078608,3.2844496817436983,62.451009059658965,43.3942949338587,86.49650915548769,69.94655064953837,46.428096946956295
88,5.703862822413246,4.6314998951154,65.36497991420315,40.43376860984377,81.86745586303591,71.97841189117311,42.42529722537093
89,8.207218768853359,0.24237222891368948,65.42071903988035,43.4856775123013,74.6412565999465,73.57580455341977,42.601960544822354
90,8.362104857518219,7.206998236155107,66.71372323415002,61.25447676520364,72.69108816567305,66.45912703759312,52.398703846042665
91,10.875790447101465,25.411996844636104,64.72815988552158,57.23243453368311,80.72215993967468,68.74898033041634,52.578829219629675
92,12.384361211373939,32.537197518044636,64.1412878112236,62.65047736602561,76.96349203624567,69.18383884730596,55.03638522593747
93,13.35643324098879,22.543502963598534,62.823900984184874,62.25206994442361,75.6524116250275,64.83123758734449,55.67472806758863
94,16.864548874088786,22.021575860757,63.17302086140789,63.68988082665189,74.60429526028801,64.19041314474477,57.70474660042836
95,18.111506647231142,14.13616814835294,60.907024217932765,69.6712238694017,73.73525382906445,65.76131184947626,53.98448384513831
96,22.015163484974114,0.34012738803977693,59.39753207494624,76.43897215266146,71.96913537661173,64.75741931901123,64.21471346870464
97,28.30421522429867,0.05816778523668777,57.24428339968391,84.02539702451908,70.14889987927974,63.73006707531877,70.5887120193418
98,45.25026437880076,2.095617296141725,54.07897421358166,93.7493713107465,68.9153205261518,62.982335797436086,76.3308968033056
99,58.890736388315865,0.3160854381949712,48.426619410690634,87.45229728289647,69.68203870339993,60.91033372405088,63.243069580149175
100,73.50483475372486,4.292478948097989,40.18505802323031,84.28799912278276,68.47371719582324,57.933707207077084,68.23890251980411
101,86.40602668665113,3.227772671987699,37.458811373044405,85.34475990422223,67.15061186173908,57.691379037632785,65.1057816671293
102,93.32745583180969,2.6899079967271975,47.50974494172215,63.821460742759164,67.14247765558875,65.91899677480288,60.89714305363093
103,93.66011394984103,4.198470371459779,33.04708800379874,55.263539128776394,66.2128651602632,60.09381569170707,41.34509876701824
104,92.70659080447598,2.3854202659046932,24.040688824565027,69.83824718436233,66.30098266964703,56.18109739907517,45.86314106998485
105,97.51709985284981,8.272562202098644,16.242972908844703,33.73042633072304,69.12833483781758,50.137014900637155,32.13371870762047
106,94.33339457655039,8.6004689776103,10.692937500988528,57.76372005027936,65.17456252451984,51.919491244166615,45.86527067148275
107,93.19869571117738,9.196820854649575,11.54507814413346,63.431104248258464,63.946348908985435,46.66803809187696,47.11730926404044
108,96.05144672460507,10.616705001394058,43.25210865556422,32.914983041966025,63.43766701501915,54.30297227725996,10.276580931893985
109,102.37732502064142,12.322175395360533,66.78539891822643,11.743318704799341,62.13511696496724,57.12139624487731,24.025264051364257
110,108.04017115518589,9.77433762127902,69.22158549765398,12.595382291874325,61.49852419763484,56.78835669893765,32.89642071445542
111,115.48155018058071,10.452686227732263,62.97306974355043,16.41248936744911,61.274190899753826,58.48929244546415,27.6334025748116
112,118.99267787553195,32.76091169553821,60.567981362751276,19.198394320148147,60.033746296240665,60.295867603687086,31.508002611986537
113,124.52867947066937,62.12376582726981,60.041155351891476,22.290891211882276,62.05007909029317,62.280252734252294,35.64693787293021
114,127.28785140463576,71.13654954326395,58.640661276382716,30.006099897359018,64.66644127176856,57.49673691151371,37.15724426778395
115,111.44533363829878,71.61808253890968,46.29673461815716,26.515282357956767,66.13380810693442,2.0225686855488005,41.087529795254525
116,83.55864567584958,65.64212764899199,53.66571673866133,25.184420777005922,67.33927155145876,20.347445936001208,38.60899185795124
117,64.99087919448941,61.46697960147797,37.214305017885046,44.31201380857336,67.63272429869195,32.3845305673742,49.74951253944181
118,53.6750425516712,56.03399031346974,45.43217704248745,44.94079395875997,70.2322072421331,45.252582882447015,54.39275823810912
119,49.172115487485534,54.8380561095218,57.58930178651905,45.02719933778859,71.81451041305435,50.36528027235304,55.8305485452893
120,47.30591567439064,46.58547952114008,54.92045653651783,44.32555192104404,72.42476572165907,47.56527021415283,44.090341809836865
121,41.46925265496992,46.583684803700315,53.432964102628425,44.42408094733901,70.04472927612346,53.21454702047682,57.84240365574691
122,34.34607308241152,51.67778629236165,53.874697181773065,49.45530138320756,67.80701657551164,62.6049287786046,46.40575929660709
123,29.685616986301834,29.963620425288582,56.182803672085974,47.135631367943915,51.39483788931979,60.53404699892494,49.46631742669508
124,25.810140998545464,25.295911504757715,64.30054448094818,45.379305264064755,52.21341108477309,54.69903599976991,43.937137442297114
125,27.362065553801216,26.926089317486692,78.89091344078102,34.477759910444036,49.52579749391374,52.636762297824305,53.89689641651121
126,29.175879416328183,34.78083591085071,83.80448503270628,32.3515446208246,68.73630657368439,55.64866179799211,66.45463152554785
127,35.051704198358806,39.5798503625362,77.16189643951134,28.279444180410234,153.1332497962631,53.04472721671135,68.3226772282713
128,36.54720325445318,27.791168294797572,77.53385025982215,25.514814280642945,155.2090001692412,54.930686948020316,65.39307003528171
129,41.007685755477816,45.217288603987036,78.2997523152402,22.931110880291083,151.08289421064276,47.1361604907859,65.38461093003406
130,42.624351604354594,48.9666965082929,74.97913407075488,23.160498249647354,154.72440309278295,39.047220624338976,64.93761386669311
131,51.70752466762243,73.2227539584903,80.3617156957806,20.450276148333195,147.79602598103284,43.30067241784947,63.60492227531602
132,55.48035302676306,94.2001203062584,82.06118314524798,18.273426918657425,149.98842775021157,37.87550488918163,63.103144626714304
133,63.7169403040535,110.0295950567756,84.96248963685784,15.780816304889724,148.385577525755,44.28479019707479,54.81456592431326
134,69.22194317493468,119.62567361121936,86.5009498773017,13.612401091590067,144.93939689577576,47.20047325503973,47.874983358855495
135,71.08811605340556,127.37535241715632,86.54418902583737,11.45709040103155,135.57269631342243,44.447524769345236,39.464028816067476
136,69.21370116563108,112.53434606566097,86.52607590802583,11.384124728828269,141.20560722575,45.997300808858355,38.04314676773378
137,69.0333703961003,124.31383833275176,83.3435631631597,13.202670766486714,141.8667971606023,47.34618765875851,35.72365815569488
138,62.408011026375256,127.96526767201725,80.67780282093186,14.237971062726283,142.26695526798534,48.20961271335806,35.607799601090136
139,59.057331731532315,131.54416772566825,76.8082278668364,17.10746298419889,141.35912417938223,46.95292027791145,36.010002982124014
140,55.620423490921226,134.81375912059124,71.759850513842,18.87650770241862,144.31228916990662,46.72412819624576,40.7025497673742
141,46.048237008450556,126.57293124247653,65.5357629130045,22.542356224317437,142.55891565676654,45.86494379036929,42.670571159073276
142,38.526639363709776,123.52120489360657,58.14106392081872,28.517909543349212,146.14851714273513,42.1883094777365,43.251204780336636
143,31.403195705184867,75.08560546841102,49.730506051472084,30.862901696725128,136.3870319889085,42.67226824114255,44.10610878265461
144,19.832864698710793,36.12270195135697,35.845824679210956,41.150839629726434,158.09372297965157,39.41432856183813,30.53540723246607
145,18.879952529181026,17.35597372734381,39.13859730577249,37.651759174296984,148.41628004699663,42.87663377258349,41.19629318794398
146,16.826244922766783,11.027772775772325,36.74521630945548,36.357481595964764,89.70982927464678,49.31717126469011,44.76715734089965
147,19.132513701653526,14.954292490125697,34.10807368900941,41.58910102352207,46.002375019063194,54.555167876864374,44.098703122105526
149,155.98608045700684,51.75159663817546,15.226359052666588,31.186846492580216,83.07700468643885,2.7538130998587924,5.926984805472838
150,151.94663577653506,11.216132085354648,10.58054276553558,29.135570042393603,77.02170729456026,2.675372793040433,2.1518813512241937
151,7.6967720802390875,32.224797344160386,25.341171442418304,62.61283664953719,97.35138695673793,8.555452233569142,18.600456485193146
